Ano,Orgao,SiglaOrgao,NomeProjeto,Subtitulo,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido,Municipio_corrigido,Nome_deputado_padronizado
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 876 - Apae - Nova Hartz,294,50000,beneficiado,876,Joel Wilhelm,PP,Nova Hartz,JOEL LEANDRO WILHELM
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 878 - Apae - Estancia Velha,42,50000,beneficiado,878,Joel Wilhelm,PP,Estancia Velha,JOEL LEANDRO WILHELM
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 879 - Apae - Ivoti,200,50000,beneficiado,879,Joel Wilhelm,PP,Ivoti,JOEL LEANDRO WILHELM
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1095 - Apae - Campo Bom,19,50000,beneficiado,1095,Issur Koch,PP,Campo Bom,ISSUR KOCH
2024,Secretaria do Esporte e Lazer,SEL,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 1005 - Associacao Cultural Desportiva Sapucaiense de Capoeira - Sapucaia do Sul,132,50000,beneficiado,1005,Adolfo Brito,PP,Sapucaia do Sul,ADOLFO JOSE BRITO
2024,Secretaria de Desenvolvimento Rural,SDR,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 720 - Agricultura Familiar - Portao,213,50000,beneficiado,720,Airton Lima,PODE,Portao,AIRTON LIMA
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 394 - Ctg Rincao da Alegria - Santa Cruz do Sul,108,50000,beneficiado,394,Kelly Moraes,PL,Santa Cruz do Sul,KELLY MORAES
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 396 - Ctg Tropeiros da Amizade - Santa Cruz do Sul,108,50000,beneficiado,396,Kelly Moraes,PL,Santa Cruz do Sul,KELLY MORAES
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 405 - Ctg Tio Itia - Santa Cruz do Sul,108,50000,beneficiado,405,Kelly Moraes,PL,Santa Cruz do Sul,KELLY MORAES
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 487 - Paroquia Sao Nicolau - General Camara,52,50000,beneficiado,487,Pedro Pereira,PSDB,General Camara,PEDRO OZORIO PEREIRA
2024,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",SEAPI,Projetos de Irrigação,Ep 706 - Projetos de Irrigacao - Passa Sete,457,50000,beneficiado,706,Eduardo Loureiro,PDT,Passa Sete,EDUARDO DEBACCO LOUREIRO
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 26 - Esc Est Ed Bas Estado de Goias - Santa Cruz do Sul,108,50000,beneficiado,26,Gustavo Victorino,REPUBLICANOS,Santa Cruz do Sul,GUSTAVO ADOLFO VICTORINO GREHS
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 215 - Esc Est Ens Med Arroio do Tigre - Arroio do Tigre,168,50000,beneficiado,215,Cláudio Tatsch,PL,Arroio do Tigre,CLAUDIO GILNEI TATSCH
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 392 - Esc Est Ens Fun Barao do Triunfo - Rio Pardo,101,50000,beneficiado,392,Kelly Moraes,PL,Rio Pardo,KELLY MORAES
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 393 - Esc Est Ens Med Biagio Soares Tarantino - Rio Pardo,101,50000,beneficiado,393,Kelly Moraes,PL,Rio Pardo,KELLY MORAES
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 397 - Esc Est Ens Fun Petituba - Santa Cruz do Sul,108,50000,beneficiado,397,Kelly Moraes,PL,Santa Cruz do Sul,KELLY MORAES
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 401 - Esc Est Ens Fun Sagrada Familia - Santa Cruz do Sul,108,50000,beneficiado,401,Kelly Moraes,PL,Santa Cruz do Sul,KELLY MORAES
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 402 - Col Estadual Monte Alverne - Santa Cruz do Sul,108,50000,beneficiado,402,Kelly Moraes,PL,Santa Cruz do Sul,KELLY MORAES
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 403 - Esc Est Ens Fun Paraguacu - Vera Cruz,156,50000,beneficiado,403,Kelly Moraes,PL,Vera Cruz,KELLY MORAES
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 404 - Esc Est Ens Med Prof Affonso Pedro Rabuske - Santa Cruz do Sul,108,50000,beneficiado,404,Kelly Moraes,PL,Santa Cruz do Sul,KELLY MORAES
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 685 - Esc Est Ens Fun Paraguacu - Vera Cruz,156,50000,beneficiado,685,Eduardo Loureiro,PDT,Vera Cruz,EDUARDO DEBACCO LOUREIRO
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 993 - Esc Est Ens Fun Santo Carniel - Sobradinho,136,50000,beneficiado,993,Adolfo Brito,PP,Sobradinho,ADOLFO JOSE BRITO
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 995 - Esc Est Ens Fun Eveline Fonseca de Oliveira - Candelaria,21,50000,beneficiado,995,Adolfo Brito,PP,Candelaria,ADOLFO JOSE BRITO
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 1009 - Esc Est Ens Med Prof Fabio Nackpar dos Santos - Candelaria,21,50000,beneficiado,1009,Adolfo Brito,PP,Candelaria,ADOLFO JOSE BRITO
2024,Secretaria da Educação,SEDUC,"Ações Educacionais, Sociais e Culturais Por Meio de Parcerias Com Instituições Governamentais e Não-governamentais - Ep",Ep 332 - Escola Familia Agricola Santa Cruz do Sul - Santa Cruz do Sul,108,50000,beneficiado,332,Luciana Genro,PSOL,Santa Cruz do Sul,LUCIANA KREBS GENRO
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 400 - Atencao Basica - Arroio do Tigre,168,50000,beneficiado,400,Kelly Moraes,PL,Arroio do Tigre,KELLY MORAES
2024,Secretaria de Desenvolvimento Social,SEDES,Direitos Humanos da Pessoa Idosa - Ep,Ep 951 - Sociedade Encruzilhadense de Amparo Ao Idoso Vo Nair - Encruzilhada do Sul,38,50000,beneficiado,951,Frederico Antunes,PP,Encruzilhada do Sul,FREDERICO CANTORI ANTUNES
2024,Secretaria de Desenvolvimento Social,SEDES,Rede de Proteção À Família - Ep,Ep 795 - Rede de Protecao a Familia - Segredo,317,50000,beneficiado,795,Carlos Búrigo,MDB,Segredo,CARLOS BURIGO
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 605 - Associacao Nego Foot Ball Club - Venancio Aires,155,50000,beneficiado,605,Laura Sito,PT,Venancio Aires,LAURA SOARES SITO SILVEIRA
2024,Secretaria do Esporte e Lazer,SEL,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 948 - Associacao Sol Nascente de Judo - Encruzilhada do Sul,38,50000,beneficiado,948,Frederico Antunes,PP,Encruzilhada do Sul,FREDERICO CANTORI ANTUNES
2024,Secretaria do Esporte e Lazer,SEL,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 671 - Motoclube Venencio Aires - Venancio Aires,155,50000,beneficiado,671,Airton Artus,PDT,Venancio Aires,AIRTON ARTUS
2024,Governo do Estado,GE,Atuação da Defesa Civil Estadual - Ep,Ep 723 - Defesa Civil - Roca Sales,102,50000,beneficiado,723,Patrícia Alba,MDB,Roca Sales,PATRICIA BAZOTTI
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 667 - 24 Coordenadoria Regional Tradicionalista - Lajeado,72,50000,beneficiado,667,Airton Artus,PDT,Lajeado,AIRTON ARTUS
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 440 - Atencao Basica - Teutonia,244,50000,beneficiado,440,Gerson Burmann,PDT,Teutonia,GERSON BURMANN
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 584 - Atencao Basica - Tabai,460,50000,beneficiado,584,Rodrigo Lorenzoni,PL,Tabai,RODRIGO MARQUES LORENZONI
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1100 - Atencao Basica - Putinga,215,50000,beneficiado,1100,Marcus Vinícius,PP,Putinga,MARCUS VINICIUS VIEIRA DE ALMEIDA
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1105 - Atencao Basica - Teutonia,244,50000,beneficiado,1105,Marcus Vinícius,PP,Teutonia,MARCUS VINICIUS VIEIRA DE ALMEIDA
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1107 - Atencao Basica - Arroio do Meio,5,50000,beneficiado,1107,Marcus Vinícius,PP,Arroio do Meio,MARCUS VINICIUS VIEIRA DE ALMEIDA
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1159 - Atencao Basica - Vespasiano Correa,466,50000,beneficiado,1159,Vilmar Zanchin,MDB,Vespasiano Correa,VILMAR PERIN ZANCHIN
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 663 - Fms - Hospital Sao Gabriel Arcanjo - Cruzeiro do Sul,188,50000,beneficiado,663,Airton Artus,PDT,Cruzeiro do Sul,AIRTON ARTUS
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 664 - Fms - Hospital Sao Jose - Arroio do Meio,5,50000,beneficiado,664,Airton Artus,PDT,Arroio do Meio,AIRTON ARTUS
2024,Secretaria de Desenvolvimento Social,SEDES,Direitos Humanos da Pessoa Idosa - Ep,Ep 762 - Associacao Arroiomeense de Amparo Ao Idoso - Arroio do Meio,5,50000,beneficiado,762,Luciano Silveira,MDB,Arroio do Meio,LUCIANO DA SILVA SILVEIRA
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 1184 - Associacao Pro - Menor - Encantado,37,50000,beneficiado,1184,Silvana Covatti,PP,Encantado,SILVANA MARIA FRANCISCATTO COVATTI
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1118 - Apae - Cruzeiro do Sul,188,50000,beneficiado,1118,Marcus Vinícius,PP,Cruzeiro do Sul,MARCUS VINICIUS VIEIRA DE ALMEIDA
2024,Secretaria do Esporte e Lazer,SEL,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 607 - Projetos Esportivos - Bom Retiro do Sul,12,50000,beneficiado,607,Laura Sito,PT,Bom Retiro do Sul,LAURA SOARES SITO SILVEIRA
2024,Secretaria do Esporte e Lazer,SEL,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 668 - Projetos Esportivos - Mato Leitao,372,50000,beneficiado,668,Airton Artus,PDT,Mato Leitao,AIRTON ARTUS
2024,Secretaria do Esporte e Lazer,SEL,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 669 - Associacao de Ligas do Vale do Taquari - Lajeado,72,50000,beneficiado,669,Airton Artus,PDT,Lajeado,AIRTON ARTUS
2024,Secretaria do Esporte e Lazer,SEL,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 670 - Projetos Esportivos - Cruzeiro do Sul,188,50000,beneficiado,670,Airton Artus,PDT,Cruzeiro do Sul,AIRTON ARTUS
2024,Secretaria de Desenvolvimento Rural,SDR,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 484 - Agricultura Familiar - Arroio do Meio,5,50000,beneficiado,484,Gaúcho da Geral,PSD,Arroio do Meio,JULIANO FRANCZAK
2024,Secretaria do Meio Ambiente e Infraestrutura,SEMA,Melhores Amigos - Ep,Ep 199 - Ong Pe de Chule - Porto Alegre,96,50000,beneficiado,199,Leonel Radde,PT,Porto Alegre,LEONEL GUTERRES RADDE
2024,Secretaria do Meio Ambiente e Infraestrutura,SEMA,Melhores Amigos - Ep,Ep 328 - Melhores Amigos - Alvorada,165,50000,beneficiado,328,Luciana Genro,PSOL,Alvorada,LUCIANA KREBS GENRO
2024,Secretaria do Meio Ambiente e Infraestrutura,SEMA,Melhores Amigos - Ep,Ep 767 - Associacao Animais Domesticos Quatro Patas - Santo Antonio da Patrulha,114,50000,beneficiado,767,Luciano Silveira,MDB,Santo Antonio da Patrulha,LUCIANO DA SILVA SILVEIRA
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 124 - Museu de Ciencias e Tecnologia da Pucrs - Porto Alegre,96,50000,beneficiado,124,Eliana Bayer,REPUBLICANOS,Porto Alegre,ELIANA DO NASCIMENTO NARVAIS BAYER
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 206 - Ctg Aldeia dos Anjos - Gravatai,57,50000,beneficiado,206,Cláudio Tatsch,PL,Gravatai,CLAUDIO GILNEI TATSCH
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 692 - Instituto Cia Ideal - Eldorado do Sul,267,50000,beneficiado,692,Airton Artus,PDT,Eldorado do Sul,AIRTON ARTUS
2024,Secretaria da Cultura,SEDAC,Ações de Apoio Cultural - Ep,Ep 978 - Associacao da Banda Marcial Juliana - Porto Alegre,96,50000,beneficiado,978,Dr Thiago Duarte,UNIÃO,Porto Alegre,THIAGO PEREIRA DUARTE
2024,Secretaria da Segurança Pública,SSP,Manutenção da Área de Saúde da Brigada Militar - Ep,Ep 293 - Hospital da Brigada Militar - Porto Alegre,96,50000,beneficiado,293,Dirceu Franciscon,UNIÃO,Porto Alegre,DIRCEU FRANCISCON
2024,Secretaria da Segurança Pública,SSP,"Construção, Reformas e Aparelhamento da Brigada Militar - Ep",Ep 189 - Policia Ambiental - Patram - Porto Alegre,96,50000,beneficiado,189,Leonel Radde,PT,Porto Alegre,LEONEL GUTERRES RADDE
2024,Secretaria da Segurança Pública,SSP,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",Ep 118 - Programa Papo de Responsa - Porto Alegre,96,50000,beneficiado,118,Eliana Bayer,REPUBLICANOS,Porto Alegre,ELIANA DO NASCIMENTO NARVAIS BAYER
2024,Secretaria da Segurança Pública,SSP,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",Ep 179 - Delegacia de Protecao e Combate a Intolerancia - Porto Alegre,96,50000,beneficiado,179,Leonel Radde,PT,Porto Alegre,LEONEL GUTERRES RADDE
2024,Secretaria da Segurança Pública,SSP,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",Ep 979 - Coordenadoria de Recursos Especiais - Porto Alegre,96,50000,beneficiado,979,Dr Thiago Duarte,UNIÃO,Porto Alegre,THIAGO PEREIRA DUARTE
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 22 - Esc Est Ens Med Visconde do Rio Grande - Porto Alegre,96,50000,beneficiado,22,Gustavo Victorino,REPUBLICANOS,Porto Alegre,GUSTAVO ADOLFO VICTORINO GREHS
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 243 - Esc Est Ens Fun Joao Barbosa - Viamao,159,50000,beneficiado,243,Capitão Martim,REPUBLICANOS,Viamao,MARTIM TODESCO ADREANI
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 245 - Esc Est Ens Med Dr Genesio Pires - Viamao,159,50000,beneficiado,245,Capitão Martim,REPUBLICANOS,Viamao,MARTIM TODESCO ADREANI
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 622 - Esc Est Ens Fun Mane Garrincha Ciep Esportivo - Porto Alegre,96,50000,beneficiado,622,Prof Claudio Branchieri,PODE,Porto Alegre,CLAUDIO MAXIMILIANO BRANCHIERI
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 645 - Esc Est Ed Bas Prof Gentil Viegas Cardoso - Alvorada,165,50000,beneficiado,645,Sofia Cavedon,PT,Alvorada,SOFIA CAVEDON NUNES
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 646 - Esc Est Ens Fun Luciana de Abreu - Porto Alegre,96,50000,beneficiado,646,Sofia Cavedon,PT,Porto Alegre,SOFIA CAVEDON NUNES
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 1045 - Inst Est Educ Isabel de Espanha - Viamao,159,50000,beneficiado,1045,Adriana Lara,PL,Viamao,ADRIANA VIEIRA LARA
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 1175 - Esc Est Ens Med Minuano - Viamao,159,50000,beneficiado,1175,Adriana Lara,PL,Viamao,ADRIANA VIEIRA LARA
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Profissional e Técnica - Ep",Ep 545 - e E Educ Profis Dr Solon Tavares - Guaiba,58,50000,beneficiado,545,Luiz Marenco,PDT,Guaiba,LUIS ROGERIO MARENCO FERRÂN
2024,Secretaria da Educação,SEDUC,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Profissional e Técnica - Ep",Ep 990 - e E Educ Profis Dr Solon Tavares - Guaiba,58,50000,beneficiado,990,Dr Thiago Duarte,UNIÃO,Guaiba,THIAGO PEREIRA DUARTE
2024,Secretaria da Saúde,SES,Ampliação e Qualificação da Atenção Primária Em Saúde - Ep,Ep 1131 - Atencao Basica - Porto Alegre,96,50000,beneficiado,1131,Bruna Rodrigues,PCdoB,Porto Alegre,BRUNA LIEGE DA SILVA RODRIGUES
2024,Secretaria da Saúde,SES,Cofinanciamento Ambulatorial e Hospitalar - Ep,Ep 656 - Fms - Hospital Materno Infantil Presidente Vargas - Porto Alegre,96,50000,beneficiado,656,Sofia Cavedon,PT,Porto Alegre,SOFIA CAVEDON NUNES
2024,Secretaria de Desenvolvimento Social,SEDES,Projetos Socioassistenciais,Ep 631 - Via Vida Pro - Doacoes e Transplantes - Porto Alegre,96,50000,beneficiado,631,Sofia Cavedon,PT,Porto Alegre,SOFIA CAVEDON NUNES
2024,Secretaria de Desenvolvimento Social,SEDES,Projetos Socioassistenciais,Ep 1202 - Viavida Pro - Doacoes e Transplantes - Porto Alegre,96,50000,beneficiado,1202,Leonel Radde,PT,Porto Alegre,LEONEL GUTERRES RADDE
2024,Secretaria de Desenvolvimento Social,SEDES,Direitos Humanos da Pessoa Idosa - Ep,Ep 717 - Instituto Lar Irma Terezinha - Guaiba,58,50000,beneficiado,717,Airton Lima,PODE,Guaiba,AIRTON LIMA
2024,Secretaria de Desenvolvimento Social,SEDES,Direitos Humanos da Pessoa Idosa - Ep,Ep 770 - Lar Oscar Vargas e Luzia Catarina - Santo Antonio da Patrulha,114,50000,beneficiado,770,Luciano Silveira,MDB,Santo Antonio da Patrulha,LUCIANO DA SILVA SILVEIRA
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 1130 - Igualdade Racial - Porto Alegre,96,50000,beneficiado,1130,Bruna Rodrigues,PCdoB,Porto Alegre,BRUNA LIEGE DA SILVA RODRIGUES
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Ações de Enfrentamento À Violência e Proteção Às Mulheres e Meninas - Ep,Ep 373 - Politicas Para As Mulheres - Guaiba,58,50000,beneficiado,373,Airton Lima,PODE,Guaiba,AIRTON LIMA
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 194 - Centro Cultural Marli Medeiros - Porto Alegre,96,50000,beneficiado,194,Leonel Radde,PT,Porto Alegre,LEONEL GUTERRES RADDE
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,Ep 728 - Associacao Semear Esperanca - Cachoeirinha,177,50000,beneficiado,728,Patrícia Alba,MDB,Cachoeirinha,PATRICIA BAZOTTI
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 643 - Educandario Centro de Reabilitacao Sao Joao Batista - Porto Alegre,96,50000,beneficiado,643,Sofia Cavedon,PT,Porto Alegre,SOFIA CAVEDON NUNES
2024,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 729 - Adva - Gravatai,57,50000,beneficiado,729,Patrícia Alba,MDB,Gravatai,PATRICIA BAZOTTI
2024,Secretaria do Esporte e Lazer,SEL,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 312 - Associacao de Voleibol de Guaiba - Guaiba,58,50000,beneficiado,312,Stela Farias,PT,Guaiba,STELA BEATRIZ FARIAS LOPES
2024,Secretaria de Desenvolvimento Rural,SDR,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 601 - Associacao dos Produtores da Agricultura Familiar - Eldorado do Sul,267,50000,beneficiado,601,Laura Sito,PT,Eldorado do Sul,LAURA SOARES SITO SILVEIRA
2024,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,Desenvolvimento e Qualificação Profissional - Ep,Ep 636 - Associacao Beneficente Amurt - Amurtel - Porto Alegre,96,50000,beneficiado,636,Sofia Cavedon,PT,Porto Alegre,SOFIA CAVEDON NUNES
