Ano,Municipio_corrigido,Orgao,NomeProjeto,Subtitulo,Valor,Deputado,Partido
2025,Nova Alvorada,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 1176 - Agricultura Familiar - Nova Alvorada,50000,Adolfo Brito,PP
2025,Vila Maria,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 1199 - Agricultura Familiar - Vila Maria,50000,Vilmar Zanchin,MDB
2025,Nova Prata,Secretaria do Meio Ambiente e Infraestrutura,Melhores Amigos - Ep,Ep 112 - Melhores Amigos - Nova Prata,50000,Pepe Vargas,PT
2025,Farroupilha,Governo do Estado,Atuação da Defesa Civil Estadual - Ep,Ep 436 - Defesa Civil - Farroupilha,50000,Capitão Martim,REPUBLICANOS
2025,Bento Goncalves,Governo do Estado,Atuação da Defesa Civil Estadual - Ep,Ep 983 - Defesa Civil - Bento Goncalves,50000,Guilherme Pasin,PP
2025,Guapore,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 382 - Ctg Ultima Tropeada - Guapore,50000,Carlos Búrigo,MDB
2025,Caxias do Sul,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 1087 - Vielas Espaco Cultural - Caxias do Sul,50000,Bruna Rodrigues,PCdoB
2025,Caxias do Sul,Secretaria da Segurança Pública,Manutenção das Escolas de Educação Formal da Brigada Militar - Ep,Ep 435 - Colegio Tiradentes - Caxias do Sul,50000,Capitão Martim,REPUBLICANOS
2025,Santa Tereza,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",Projetos de Irrigação - Ep,Ep 1012 - Projetos de Irrigacao - Santa Tereza,50000,Guilherme Pasin,PP
2025,Farroupilha,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 111 - Esc Est Ens Fun Vivian Maggioni - Farroupilha,50000,Pepe Vargas,PT
2025,Caxias do Sul,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 446 - Esc Est Ens Fun Professora Maria Luiza Rosa - Caxias do Sul,50000,Prof Claudio Branchieri,PODE
2025,Caxias do Sul,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 450 - Esc Est Ens Fun Comendador Kalil Sehbe - Caxias do Sul,50000,Prof Claudio Branchieri,PODE
2025,Caxias do Sul,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 451 - Esc Est Ens Fun Abramo Randon - Caxias do Sul,50000,Prof Claudio Branchieri,PODE
2025,Caxias do Sul,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 457 - Esc Est Ens Fun Ivanyr Euclinia Marchioro - Caxias do Sul,50000,Prof Claudio Branchieri,PODE
2025,Caxias do Sul,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 458 - Esc Est Ens Med Joao Pilati - Caxias do Sul,50000,Prof Claudio Branchieri,PODE
2025,Caxias do Sul,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 459 - Esc Est Ens Fun Sao Virgilio - Caxias do Sul,50000,Prof Claudio Branchieri,PODE
2025,Caxias do Sul,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 460 - Esc Est Ens Fun Prof Silvio Stallivieri - Caxias do Sul,50000,Prof Claudio Branchieri,PODE
2025,Caxias do Sul,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 463 - Esc Est Espec Joao Prataviera - Caxias do Sul,50000,Prof Claudio Branchieri,PODE
2025,Caxias do Sul,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 464 - Esc Est Espec de Ensino Medio Helen Keller - Caxias do Sul,50000,Prof Claudio Branchieri,PODE
2025,Nova Roma do Sul,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 372 - Apoio Gestao Municipal - Nova Roma do Sul,50000,Carlos Búrigo,MDB
2025,Veranopolis,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 373 - Apoio Gestao Municipal - Veranopolis,50000,Carlos Búrigo,MDB
2025,Antonio Prado,"Secretaria de Justiça, Cidadania e Direitos Humanos",Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,Ep 1019 - Associacao de Apoio Ao Paciente de Cancer - Antonio Prado,50000,Guilherme Pasin,PP
2025,Bento Goncalves,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 104 - Associacao Pro Autistas Conquistar - Bento Goncalves,50000,Pepe Vargas,PT
2025,Farroupilha,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 747 - Apae - Farroupilha,50000,Luiz Marenco,PDT
2025,Garibaldi,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 1013 - Apae - Garibaldi,50000,Guilherme Pasin,PP
2025,Bento Goncalves,Secretaria do Esporte e Lazer,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 105 - Associacao Desportiva Recreativa e Cultural Motiva - Bento Goncalves,50000,Pepe Vargas,PT
2025,Veranopolis,Secretaria do Esporte e Lazer,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,Ep 647 - Projetos Esportivos - Veranopolis,50000,Silvana Covatti,PP
2025,Nova Bassano,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 849 - Nucleos de Esporte e Lazer - Nova Bassano,50000,Gaúcho da Geral,PSD
2025,Bento Goncalves,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 1014 - Nucleos de Esporte e Lazer - Bento Goncalves,50000,Guilherme Pasin,PP
2025,Caxias do Sul,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 301 - Agricultura Familiar - Caxias do Sul,50000,"Neri, o Carteiro",PSDB
2025,Nova Prata,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 366 - Agricultura Familiar - Nova Prata,50000,Carlos Búrigo,MDB
2025,Protasio Alves,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 803 - Agricultura Familiar - Protasio Alves,50000,Gaúcho da Geral,PSD
2025,Caxias do Sul,Universidade Estadual do Rio Grande do Sul,Projeto de Extensão Para O Desenvolvimento Regional - Ep,Ep 107 - Projeto de Extensao - Caxias do Sul,50000,Pepe Vargas,PT
2025,Capao do Leao,Secretaria do Meio Ambiente e Infraestrutura,Melhores Amigos - Ep,Ep 1113 - Melhores Amigos - Capao do Leao,50000,Stela Farias,PT
2025,Sao Lourenco do Sul,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 167 - Acoes de Apoio Cultural - Sao Lourenco do Sul,50000,Zé Nunes,PT
2025,Piratini,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 742 - Ctg 20 de Setembro - Piratini,50000,Luiz Marenco,PDT
2025,Pinheiro Machado,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 1062 - Acoes de Apoio Cultural - Pinheiro Machado,50000,Bruna Rodrigues,PCdoB
2025,Pelotas,Secretaria da Segurança Pública,"Construção, Reformas e Aparelhamento da Brigada Militar - Ep",Ep 759 - Bm - Pelotas,50000,Luiz Marenco,PDT
2025,Pelotas,Secretaria da Segurança Pública,Manutenção das Escolas de Educação Formal da Brigada Militar - Ep,Ep 429 - Colegio Tiradentes - Pelotas,50000,Capitão Martim,REPUBLICANOS
2025,Arroio do Padre,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",Qualificação da Produção Agrícola e Pecuária Gaúcha - Ep,Ep 817 - Qualificacao da Producao Agricola e Pecuaria Gaucha - Arroio do Padre,50000,Pedro Pereira,PSDB
2025,Rio Grande,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 439 - Esc Est Ens Fun Cel Juvencio Lemos - Rio Grande,50000,Capitão Martim,REPUBLICANOS
2025,Pinheiro Machado,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 744 - Col Estadual General Hipolito Ribeiro - Pinheiro Machado,50000,Luiz Marenco,PDT
2025,Herval,Secretaria de Desenvolvimento Social,Direitos Humanos da Pessoa Idosa - Ep,Ep 230 - Grupo da Terceira Idade Renovacao - Herval,50000,Adriana Lara,PL
2025,Santa Vitoria do Palmar,Secretaria de Desenvolvimento Social,Direitos Humanos da Pessoa Idosa - Ep,Ep 1213 - Grupo de Convivencia Reflexo do Tempo - Santa Vitoria do Palmar,50000,Luciano Silveira,MDB
2025,Turucu,Secretaria de Desenvolvimento Social,Ações de Proteção Social - Ep,Ep 173 - Acoes de Protecao Social - Turucu,50000,Zé Nunes,PT
2025,Jaguarao,Secretaria de Desenvolvimento Social,Ações de Proteção Social - Ep,Ep 351 - Acoes de Protecao Social - Jaguarao,50000,Kaká D´Ávila,PSDB
2025,Herval,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 155 - Apoio Gestao Municipal - Herval,50000,Aloísio Classmann,UNIÃO
2025,Amaral Ferrador,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 810 - Apoio Gestao Municipal - Amaral Ferrador,50000,Pedro Pereira,PSDB
2025,Sao Lourenco do Sul,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 850 - Apoio Gestao Municipal - Sao Lourenco do Sul,50000,Gaúcho da Geral,PSD
2025,Piratini,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 709 - Apoio Gestao Municipal - Piratini,50000,Adão Pretto Filho,PT
2025,Pelotas,"Secretaria de Justiça, Cidadania e Direitos Humanos",Programa Rs Sem Drogas - Ep,Ep 243 - Comunidade Terapeutica Casa do Amor Exigente - Pelotas,50000,Adriana Lara,PL
2025,Arroio Grande,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 174 - Apae - Arroio Grande,50000,Zé Nunes,PT
2025,Sao Jose do Norte,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 175 - Apae - Sao Jose do Norte,50000,Zé Nunes,PT
2025,Tavares,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 472 - Apae - Tavares,50000,Luciano Silveira,MDB
2025,Piratini,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 478 - Apae - Piratini,50000,Luciano Silveira,MDB
2025,Jaguarao,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 649 - Apae - Jaguarao,50000,Silvana Covatti,PP
2025,Pelotas,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 750 - Apae - Pelotas,50000,Luiz Marenco,PDT
2025,Santana da Boa Vista,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 752 - Agricultura Familiar - Santana da Boa Vista,50000,Luiz Marenco,PDT
2025,Pedras Altas,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 1197 - Agricultura Familiar - Pedras Altas,50000,Zé Nunes,PT
2025,Jaguarao,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 171 - Agricultura Familiar - Jaguarao,50000,Zé Nunes,PT
2025,Cangucu,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 168 - Agricultura Familiar - Cangucu,50000,Zé Nunes,PT
2025,Cangucu,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 176 - Agricultura Familiar - Cangucu,50000,Zé Nunes,PT
2025,Montenegro,Secretaria do Meio Ambiente e Infraestrutura,Melhores Amigos - Ep,Ep 896 - Associacao Montenegrina dos Guardioes dos Animais - Amoga - Montenegro,50000,Airton Lima,PODE
2025,Montenegro,Governo do Estado,Atuação da Defesa Civil Estadual - Ep,Ep 1016 - Defesa Civil - Montenegro,50000,Guilherme Pasin,PP
2025,Sao Sebastiao do Cai,Governo do Estado,Atuação da Defesa Civil Estadual - Ep,Ep 1221 - Defesa Civil - Sao Sebastiao do Cai,50000,Miguel Rossetto,PT
2025,Barao,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 138 - Associacao Orquestra Municipal de Barao - Barao,50000,Aloísio Classmann,UNIÃO
2025,Feliz,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 569 - a Roca a Casa dos Orixas - Feliz,50000,Luciana Genro,PSOL
2025,Barao,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação","Desassoreamento, Obras de Macro Drenagem e Recuperação de Estradas Vicinais Nos Municípios do Estado - Ep",Ep 483 - Estradas Vicinais - Barao,50000,Luciano Silveira,MDB
2025,Vale Real,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 345 - Esc Est Ens Med Bernardo Petry - Vale Real,50000,Kaká D´Ávila,PSDB
2025,Brochier,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 403 - Esc Est Ens Med Erni Oscar Fauth - Brochier,50000,Vilmar Zanchin,MDB
2025,Marata,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 410 - Col Estadual Engenheiro Paulo Chaves - Marata,50000,Vilmar Zanchin,MDB
2025,Tupandi,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 493 - Col Estadual de Tupandi - Tupandi,50000,Rodrigo Lorenzoni,PL
2025,Brochier,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 375 - Apoio Gestao Municipal - Brochier,50000,Carlos Búrigo,MDB
2025,Sao Sebastiao do Cai,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 376 - Apoio Gestao Municipal - Sao Sebastiao do Cai,50000,Carlos Búrigo,MDB
2025,Montenegro,"Secretaria de Justiça, Cidadania e Direitos Humanos",Programa Rs Sem Drogas - Ep,Ep 773 - Retiro Comunitario de Reabilitacao Ocupacional - Recreo - Montenegro,50000,Paparico Bacchi,PL
2025,Capela de Santana,"Secretaria de Justiça, Cidadania e Direitos Humanos",Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,Ep 875 - Apae - Capela de Santana,50000,Gerson Burmann,PDT
2025,Marata,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 157 - Esporte Clube Alianca - Marata,50000,Aloísio Classmann,UNIÃO
2025,Sao Jose do Hortencio,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 162 - Nucleos de Esporte e Lazer - Sao Jose do Hortencio,50000,Aloísio Classmann,UNIÃO
2025,Sao Sebastiao do Cai,Secretaria do Esporte e Lazer,Implantação de Núcleos de Esporte e Lazer - Ep,Ep 1015 - Nucleos de Esporte e Lazer - Sao Sebastiao do Cai,50000,Guilherme Pasin,PP
2025,Sao Vendelino,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 374 - Agricultura Familiar - Sao Vendelino,50000,Carlos Búrigo,MDB
2025,Montenegro,Secretaria de Desenvolvimento Rural,Apoio e Desenvolvimento da Agricultura Familiar - Ep,Ep 638 - Agricultura Familiar - Montenegro,50000,Silvana Covatti,PP
2025,Novo Hamburgo,Secretaria do Meio Ambiente e Infraestrutura,Melhores Amigos - Ep,Ep 854 - Assoc de Protecao e Valorizacao da Vida Animal - Cao Rural - Novo Hamburgo,50000,Gaúcho da Geral,PSD
2025,Sao Leopoldo,Secretaria do Meio Ambiente e Infraestrutura,Melhores Amigos - Ep,Ep 1098 - Associacao Pata Santa - Sao Leopoldo,50000,Professor Bonatto,PSDB
2025,Canoas,Governo do Estado,Atuação da Defesa Civil Estadual - Ep,Ep 542 - Defesa Civil - Canoas,50000,Luciana Genro,PSOL
2025,Canoas,Governo do Estado,Atuação da Defesa Civil Estadual - Ep,Ep 1166 - Defesa Civil - Canoas,50000,Miguel Rossetto,PT
2025,Canoas,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 62 - Grupo Tia - Teatro Ideia Acao - Canoas,50000,Sofia Cavedon,PT
2025,Canoas,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 538 - Associacao das Escolas de Samba de Canoas - Canoas,50000,Luciana Genro,PSOL
2025,Dois Irmaos,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 1044 - Acoes de Apoio Cultural - Dois Irmaos,50000,Professor Issur Koch,PP
2025,Nova Hartz,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 1045 - Ctg Querencia Nova Hartz - Nova Hartz,50000,Professor Issur Koch,PP
2025,Esteio,Secretaria da Cultura,Ações de Apoio Cultural - Ep,Ep 1129 - Associacao da Cultura Hip Hop de Esteio - Esteio,50000,Stela Farias,PT
2025,Sapiranga,Secretaria da Segurança Pública,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",Ep 592 - 3 Dp - Sapiranga,50000,Dr Thiago Duarte,UNIÃO
2025,Sapiranga,Secretaria da Segurança Pública,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",Ep 844 - Dp - Sapiranga,50000,Gaúcho da Geral,PSD
2025,Sapucaia do Sul,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 510 - Col Estadual Guianuba - Sapucaia do Sul,50000,Luciana Genro,PSOL
2025,Sao Leopoldo,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 586 - Esc Tecnica Est Visconde de Sao Leopoldo - Sao Leopoldo,50000,Dr Thiago Duarte,UNIÃO
2025,Novo Hamburgo,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 593 - Esc Est Ens Fun No Bairro Santo Afonso - Novo Hamburgo,50000,Dr Thiago Duarte,UNIÃO
2025,Nova Hartz,Secretaria da Educação,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",Ep 619 - Esc Est Ens Med Germano Hessler - Nova Hartz,50000,Delegada Nadine,PSDB
2025,Esteio,Secretaria de Desenvolvimento Social,Projetos Socioassistenciais - Ep,Ep 187 - Sociedade de Amparo a Velhice e Menores - Saven - Esteio,50000,Zé Nunes,PT
2025,Sapucaia do Sul,Secretaria de Desenvolvimento Social,Direitos Humanos da Pessoa Idosa - Ep,Ep 1075 - Uniao Sapucaiense de Aposentados e Pensionistas - Usapen - Sapucaia do Sul,50000,Bruna Rodrigues,PCdoB
2025,Campo Bom,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 614 - Apoio Gestao Municipal - Campo Bom,50000,Delegada Nadine,PSDB
2025,Dois Irmaos,Secretaria de Desenvolvimento Urbano e Metropolitano,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,Ep 1050 - Apoio Gestao Municipal - Dois Irmaos,50000,Professor Issur Koch,PP
2025,Sao Leopoldo,"Secretaria de Justiça, Cidadania e Direitos Humanos",Rede de Enfrentamento a Violência e Proteção As Mulheres e Meninas - Ep,Ep 45 - Centro Ecumenico de Capacitacao e Assessoria - Ceca - Sao Leopoldo,50000,Sofia Cavedon,PT
