,Ano,Orgao,SiglaOrgao,CodUo,CodProjeto,NomeProjeto,CodSubtitulo,Subtitulo,SubtituloResumido,Municipio,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido,Municipio_corrigido
3357,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25056,Ep 673 - Sociedade Beneficente e Cultural Bambas da Orgia - Porto Alegre,EP 673,Porto Alegre,96.0,50000,beneficiado,673,Airton Artus,PDT, Porto Alegre
3358,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25061,Ep 738 - Ctg Gildo de Freitas - Porto Alegre,EP 738,Porto Alegre,96.0,50000,beneficiado,738,Luiz Marenco,PDT, Porto Alegre
3359,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25087,Ep 1059 - Sociedade Uniao da Vila dos Eucaliptos - Porto Alegre,EP 1059,Porto Alegre,96.0,50000,beneficiado,1059,Bruna Rodrigues,PCdoB, Porto Alegre
3360,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25088,Ep 1060 - Sociedade Uniao da Vila dos Eucaliptos - Porto Alegre,EP 1060,Porto Alegre,96.0,50000,beneficiado,1060,Bruna Rodrigues,PCdoB, Porto Alegre
3361,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25091,Ep 1071 - Soc Recr Benef Cultural Fidalgos e Aristocratas - Porto Alegre,EP 1071,Porto Alegre,96.0,50000,beneficiado,1071,Bruna Rodrigues,PCdoB, Porto Alegre
3362,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25092,Ep 1080 - Organizacao Cultural Movimento Hip Hop - Viamao,EP 1080,Viamao,159.0,50000,beneficiado,1080,Bruna Rodrigues,PCdoB, Viamao
3363,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25095,Ep 1108 - Uniao Tradicionalista Viamonense - Utv - Viamao,EP 1108,Viamao,159.0,50000,beneficiado,1108,Professor Bonatto,PSDB, Viamao
3364,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25099,Ep 1149 - Sociedade Uniao da Vila dos Eucaliptos - Porto Alegre,EP 1149,Porto Alegre,96.0,50000,beneficiado,1149,Laura Sito,PT, Porto Alegre
3365,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25100,Ep 1150 - Associacao Acao Em Movimento - Amove - Porto Alegre,EP 1150,Porto Alegre,96.0,50000,beneficiado,1150,Laura Sito,PT, Porto Alegre
3366,2025,Secretaria da Segurança Pública,SSP,3,1094,Manutenção das Escolas de Educação Formal da Brigada Militar - Ep,25005,Ep 438 - Colegio Tiradentes - Porto Alegre,EP 438,Porto Alegre,96.0,50000,beneficiado,438,Capitão Martim,REPUBLICANOS, Porto Alegre
3367,2025,Secretaria da Segurança Pública,SSP,4,1011,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",25002,Ep 94 - Divisao Especial da Criança e do Adolescente - Porto Alegre,EP 94,Porto Alegre,96.0,50000,beneficiado,94,Leonel Radde,PT, Porto Alegre
3368,2025,Secretaria da Segurança Pública,SSP,4,1011,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",25005,Ep 601 - Decrab - Santo Antonio da Patrulha,EP 601,Santo Antonio da Patrulha,114.0,50000,beneficiado,601,Delegada Nadine,PSDB, Santo Antonio da Patrulha
3369,2025,Secretaria da Segurança Pública,SSP,4,1011,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",25008,Ep 626 - Dcs - Porto Alegre,EP 626,Porto Alegre,96.0,50000,beneficiado,626,Delegada Nadine,PSDB, Porto Alegre
3370,2025,Secretaria da Segurança Pública,SSP,4,1114,Manutenção da Área de Saúde da Polícia Civil - Ep,25001,Ep 100 - Policlinica Pc - Porto Alegre,EP 100,Porto Alegre,96.0,50000,beneficiado,100,Leonel Radde,PT, Porto Alegre
3371,2025,Secretaria da Segurança Pública,SSP,7,1084,"Construção, Reformas e Aparelhamento do Corpo de Bombeiros Militar - Ep",25002,Ep 580 - Cbm - Porto Alegre,EP 580,Porto Alegre,96.0,50000,beneficiado,580,Dr Thiago Duarte,UNIÃO, Porto Alegre
3372,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25001,Ep 51 - Inst Estadual Professora Gema Angelina Belia - Porto Alegre,EP 51,Porto Alegre,96.0,50000,beneficiado,51,Sofia Cavedon,PT, Porto Alegre
3373,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25002,Ep 52 - Esc Est Ens Fun Luciana de Abreu - Porto Alegre,EP 52,Porto Alegre,96.0,50000,beneficiado,52,Sofia Cavedon,PT, Porto Alegre
3374,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25006,Ep 285 - Col Estadual Odila Gay da Fonseca - Porto Alegre,EP 285,Porto Alegre,96.0,50000,beneficiado,285,Miguel Rossetto,PT, Porto Alegre
3375,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25024,Ep 584 - Esc Est Ens Med Oscar Coelho de Souza - Porto Alegre,EP 584,Porto Alegre,96.0,50000,beneficiado,584,Dr Thiago Duarte,UNIÃO, Porto Alegre
3376,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25054,Ep 1187 - Esc Est Ens Fun Santa Rita de Cassia - Porto Alegre,EP 1187,Porto Alegre,96.0,50000,beneficiado,1187,Bruna Rodrigues,PCdoB, Porto Alegre
3377,2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25055,Ep 1202 - Esc Est Ens Fun Euclides da Cunha - Porto Alegre,EP 1202,Porto Alegre,96.0,50000,beneficiado,1202,Bruna Rodrigues,PCdoB, Porto Alegre
3378,2025,Secretaria de Desenvolvimento Social,SEDES,1,1103,Projetos Socioassistenciais - Ep,25002,Ep 46 - Associacao Beneficente Amurt - Amurtel - Porto Alegre,EP 46,Porto Alegre,96.0,50000,beneficiado,46,Sofia Cavedon,PT, Porto Alegre
3379,2025,Secretaria de Desenvolvimento Social,SEDES,1,1103,Projetos Socioassistenciais - Ep,25003,Ep 102 - Viavida Pro - Doacoes e Transplantes - Porto Alegre,EP 102,Porto Alegre,96.0,50000,beneficiado,102,Leonel Radde,PT, Porto Alegre
3380,2025,Secretaria de Desenvolvimento Social,SEDES,1,1103,Projetos Socioassistenciais - Ep,25010,Ep 1077 - Umbuntu - Alvorada,EP 1077,Alvorada,165.0,50000,beneficiado,1077,Bruna Rodrigues,PCdoB, Alvorada
3381,2025,Secretaria de Desenvolvimento Social,SEDES,1,1103,Projetos Socioassistenciais - Ep,25011,Ep 710 - Assistencia Social Santa Isabel - Viamao,EP 710,Viamao,159.0,50000,beneficiado,710,Adão Pretto Filho,PT, Viamao
3382,2025,Secretaria de Desenvolvimento Social,SEDES,67,1043,Direitos Humanos da Pessoa Idosa - Ep,25016,Ep 1143 - Casa do Artista Riograndense - Porto Alegre,EP 1143,Porto Alegre,96.0,50000,beneficiado,1143,Sofia Cavedon,PT, Porto Alegre
3383,2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25037,Ep 1204 - Apoio Gestao Municipal - Porto Alegre,EP 1204,Porto Alegre,96.0,50000,beneficiado,1204,Bruna Rodrigues,PCdoB, Porto Alegre
3384,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1034,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,25003,Ep 30 - Liga Feminina de Combate Ao Cancer - Santo Antonio da Patrulha,EP 30,Santo Antonio da Patrulha,114.0,50000,beneficiado,30,Joel Wilhelm,PP, Santo Antonio da Patrulha
3385,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1034,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,25010,Ep 557 - Associacao Amada Helena - Gravatai,EP 557,Gravatai,57.0,50000,beneficiado,557,Patrícia Alba,MDB, Gravatai
3386,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1047,Rede de Enfrentamento a Violência e Proteção As Mulheres e Meninas - Ep,25003,Ep 47 - Assoc Instr Educacao e Caridade Casa de Passagem Bethania - Porto Alegre,EP 47,Porto Alegre,96.0,50000,beneficiado,47,Sofia Cavedon,PT, Porto Alegre
3387,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1047,Rede de Enfrentamento a Violência e Proteção As Mulheres e Meninas - Ep,25004,Ep 59 - Associacao Beneficiente Casa da Crianca Alvorecer - Viamao,EP 59,Viamao,159.0,50000,beneficiado,59,Sofia Cavedon,PT, Viamao
3388,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1095,Fortalecimento e Implantação de Políticas Para a Juventude - Ep,25001,Ep 360 - Integrar - Associacao de Integracao Empresa Escola - Porto Alegre,EP 360,Porto Alegre,96.0,50000,beneficiado,360,Kaká D´Ávila,PSDB, Porto Alegre
3389,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,25004,Ep 50 - Centro de Atendimento Integrado Morro da Cruz - Caimc - Porto Alegre,EP 50,Porto Alegre,96.0,50000,beneficiado,50,Sofia Cavedon,PT, Porto Alegre
3390,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,25012,Ep 553 - Fundacao Casa dos Sonhos - Gravatai,EP 553,Gravatai,57.0,50000,beneficiado,553,Patrícia Alba,MDB, Gravatai
3391,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,25016,Ep 1122 - Associacao dos Moradores do Bairro Passo do Feijo - Alvorada,EP 1122,Alvorada,165.0,50000,beneficiado,1122,Stela Farias,PT, Alvorada
3392,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,73,1045,Apoio a Projetos e Ações Para Atendimento de Crianças e Adolescentes - Ep,25026,Ep 358 - Obra Social Imaculado Coracao de Maria - Osicom - Porto Alegre,EP 358,Porto Alegre,96.0,50000,beneficiado,358,Kaká D´Ávila,PSDB, Porto Alegre
3393,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25029,Ep 480 - Apae - Santo Antonio da Patrulha,EP 480,Santo Antonio da Patrulha,114.0,50000,beneficiado,480,Luciano Silveira,MDB, Santo Antonio da Patrulha
3394,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25033,"Ep 541 - Associacao Coracao Azul, Familia e Inclusao - Glorinha",EP 541,Glorinha,276.0,50000,beneficiado,541,Patrícia Alba,MDB, Glorinha
3395,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25034,Ep 543 - Movimento Down Chute No Preconceito - Gravatai,EP 543,Gravatai,57.0,50000,beneficiado,543,Patrícia Alba,MDB, Gravatai
3396,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25035,Ep 545associacao de Pais e Amigos dos Autistas - Gravatai,EP 545,Gravatai,57.0,50000,beneficiado,545,Patrícia Alba,MDB, Gravatai
3397,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25036,"Ep 549 - Centro Ocupacional dos Familiares, Amigos e Deficientes Mentais - Gravatai",EP 549,Gravatai,57.0,50000,beneficiado,549,Patrícia Alba,MDB, Gravatai
3398,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25037,Ep 551 - Associacao Pais e Amor - Cachoeirinha,EP 551,Cachoeirinha,177.0,50000,beneficiado,551,Patrícia Alba,MDB, Cachoeirinha
3399,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25039,Ep 556 - Associacao das Pessoas Com Deficiencia Visual e Amigos - Adva - Gravatai,EP 556,Gravatai,57.0,50000,beneficiado,556,Patrícia Alba,MDB, Gravatai
3400,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25040,Ep 560 - Apae - Cachoeirinha,EP 560,Cachoeirinha,177.0,50000,beneficiado,560,Patrícia Alba,MDB, Cachoeirinha
3401,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25041,Ep 563 - Apae - Gravatai,EP 563,Gravatai,57.0,50000,beneficiado,563,Patrícia Alba,MDB, Gravatai
3402,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25078,Ep 971 - Educandario - Centro de Reabilitacao Sao Joao Batista - Porto Alegre,EP 971,Porto Alegre,96.0,50000,beneficiado,971,Felipe Camozzato,NOVO, Porto Alegre
3403,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25091,Ep 1089 - Casa de Saude Menino Jesus de Praga - Porto Alegre,EP 1089,Porto Alegre,96.0,50000,beneficiado,1089,Professor Bonatto,PSDB, Porto Alegre
3404,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25092,Ep 1099 - Apae - Viamao,EP 1099,Viamao,159.0,50000,beneficiado,1099,Professor Bonatto,PSDB, Viamao
3405,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25093,Ep 1101 - Apae - Cachoeirinha,EP 1101,Cachoeirinha,177.0,50000,beneficiado,1101,Professor Bonatto,PSDB, Cachoeirinha
3406,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25094,Ep 1103 - Associacao dos Surdos - Asv - Viamao,EP 1103,Viamao,159.0,50000,beneficiado,1103,Professor Bonatto,PSDB, Viamao
3407,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25095,Ep 1104 - Associacao de Pais e Amigos dos Autistas - Viamao,EP 1104,Viamao,159.0,50000,beneficiado,1104,Professor Bonatto,PSDB, Viamao
3408,2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25012,Ep 536 - Magia Sport Club - Porto Alegre,EP 536,Porto Alegre,96.0,50000,beneficiado,536,Luciana Genro,PSOL, Porto Alegre
3409,2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25017,Ep 734 - Associacao de Voleibol de Guaiba - Guaiba,EP 734,Guaiba,58.0,50000,beneficiado,734,Luiz Marenco,PDT, Guaiba
3410,2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25024,Ep 1115 - Associacao Grupo Expressao de Patinacao - Guaiba,EP 1115,Guaiba,58.0,50000,beneficiado,1115,Stela Farias,PT, Guaiba
3411,2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25025,Ep 1130 - Associacao de Voleibol de Guaiba - Guaiba,EP 1130,Guaiba,58.0,50000,beneficiado,1130,Stela Farias,PT, Guaiba
3412,2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25026,Ep 383 - Penarol Futebol Clube - Guaiba,EP 383,Guaiba,58.0,50000,beneficiado,383,Carlos Búrigo,MDB, Guaiba
3413,2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25015,Ep 353 - Associacao Crista de Mocos do Rio Grande do Sul - Porto Alegre,EP 353,Porto Alegre,96.0,50000,beneficiado,353,Kaká D´Ávila,PSDB, Porto Alegre
3414,2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25033,Ep 1090 - Tamoio Futebol Clube - Viamao,EP 1090,Viamao,159.0,50000,beneficiado,1090,Professor Bonatto,PSDB, Viamao
3415,2025,Secretaria de Trabalho e Desenvolvimento Profissional,STDP,1,1078,Observatorio do Trabalho - Ep,25002,Ep 110 - Observatorio do Trabalho - Porto Alegre,EP 110,Porto Alegre,96.0,50000,beneficiado,110,Pepe Vargas,PT, Porto Alegre
3416,2025,Universidade Estadual do Rio Grande do Sul,UERGS,1,1071,Projeto de Extensão Para O Desenvolvimento Regional - Ep,25006,Ep 1139 - Projeto de Extensao - Porto Alegre,EP 1139,Porto Alegre,96.0,50000,beneficiado,1139,Laura Sito,PT, Porto Alegre
3417,2025,Secretaria de Desenvolvimento Social,SEDES,67,1043,Direitos Humanos da Pessoa Idosa - Ep,25012,Ep 879 - Direitos Humanos da Pessoa Idosa - Tio Hugo,EP 879,Tio Hugo,496.0,50000,beneficiado,879,Gerson Burmann,PDT, Tio Hugo
3418,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25027,Ep 477 - Apae - Soledade,EP 477,Soledade,137.0,50000,beneficiado,477,Luciano Silveira,MDB, Soledade
3419,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25055,Ep 1169 - Agricultura Familiar - Fontoura Xavier,EP 1169,Fontoura Xavier,193.0,50000,beneficiado,1169,Adolfo Brito,PP, Fontoura Xavier
3420,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25061,Ep 1188 - Agricultura Familiar - Jacuizinho,EP 1188,Jacuizinho,482.0,50000,beneficiado,1188,Adolfo Brito,PP, Jacuizinho
3421,2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1035,Melhores Amigos - Ep,25004,Ep 215 - Associacao Pelo Amigo - Cachoeira do Sul,EP 215,Cachoeira do Sul,15.0,50000,beneficiado,215,Cláudio Tatsch,PL, Cachoeira do Sul
3422,2025,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,25013,Ep 1172 - Defesa Civil - Cachoeira do Sul,EP 1172,Cachoeira do Sul,15.0,50000,beneficiado,1172,Miguel Rossetto,PT, Cachoeira do Sul
3423,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25022,Ep 184 - Ctg Estancia do Chimarrao - Cachoeira do Sul,EP 184,Cachoeira do Sul,15.0,50000,beneficiado,184,Zé Nunes,PT, Cachoeira do Sul
3424,2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25046,Ep 442 - Academia Cachoeirense de Letras - Cachoeira do Sul,EP 442,Cachoeira do Sul,15.0,50000,beneficiado,442,Capitão Martim,REPUBLICANOS, Cachoeira do Sul
3425,2025,Secretaria da Segurança Pública,SSP,3,1010,"Construção, Reformas e Aparelhamento da Brigada Militar - Ep",25002,Ep 220 - 35 Bpm - Cachoeira do Sul,EP 220,Cachoeira do Sul,15.0,50000,beneficiado,220,Cláudio Tatsch,PL, Cachoeira do Sul
3426,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25010,Ep 221 - Apae - Cachoeira do Sul,EP 221,Cachoeira do Sul,15.0,50000,beneficiado,221,Cláudio Tatsch,PL, Cachoeira do Sul
3427,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25073,Ep 908 - Associacao Municipal dos Autistas - Ama - Cachoeira do Sul,EP 908,Cachoeira do Sul,15.0,50000,beneficiado,908,Marcus Vinícius,PP, Cachoeira do Sul
3428,2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25096,Ep 1124 - Movimento Comunitario Cachoeirense - Mococa - Cachoeira do Sul,EP 1124,Cachoeira do Sul,15.0,50000,beneficiado,1124,Stela Farias,PT, Cachoeira do Sul
3429,2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25008,Ep 218 - Associacao dos Policiais Militares - Cachoeira do Sul,EP 218,Cachoeira do Sul,15.0,50000,beneficiado,218,Cláudio Tatsch,PL, Cachoeira do Sul
3430,2025,Secretaria de Desenvolvimento Social,SEDES,67,1043,Direitos Humanos da Pessoa Idosa - Ep,25008,Ep 550 - Grupo da 3 Idade Alegria de Viver - Bom Jesus,EP 550,Bom Jesus,11.0,50000,beneficiado,550,Patrícia Alba,MDB, Bom Jesus
3431,2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25012,Ep 378 - Apoio Gestao Municipal - Ipe,EP 378,Ipe,283.0,50000,beneficiado,378,Carlos Búrigo,MDB, Ipe
3432,2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25021,Ep 379 - Agricultura Familiar - Andre da Rocha,EP 379,Andre da Rocha,249.0,50000,beneficiado,379,Carlos Búrigo,MDB, Andre da Rocha
3433,2025,Secretaria de Desenvolvimento Social,SEDES,78,1036,Ações de Proteção Social - Ep,25014,Ep 874 - Acoes de Protecao Social - Sagrada Familia,EP 874,Sagrada Familia,398.0,50000,beneficiado,874,Gerson Burmann,PDT, Sagrada Familia
