Ano,Orgao,SiglaOrgao,CodUo,CodProjeto,NomeProjeto,CodSubtitulo,Subtitulo,SubtituloResumido,Municipio,CodMunicipio,Valor,Complemento,Emenda,Deputado,Partido
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25014,Ep 457 - Esc Est Ens Fun Ivanyr Euclinia Marchioro - Caxias do Sul,EP 457,Caxias do Sul,29,50000,beneficiado,457,Prof Claudio Branchieri,PODE
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25015,Ep 458 - Esc Est Ens Med Joao Pilati - Caxias do Sul,EP 458,Caxias do Sul,29,50000,beneficiado,458,Prof Claudio Branchieri,PODE
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25016,Ep 459 - Esc Est Ens Fun Sao Virgilio - Caxias do Sul,EP 459,Caxias do Sul,29,50000,beneficiado,459,Prof Claudio Branchieri,PODE
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25017,Ep 460 - Esc Est Ens Fun Prof Silvio Stallivieri - Caxias do Sul,EP 460,Caxias do Sul,29,50000,beneficiado,460,Prof Claudio Branchieri,PODE
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25018,Ep 463 - Esc Est Espec Joao Prataviera - Caxias do Sul,EP 463,Caxias do Sul,29,50000,beneficiado,463,Prof Claudio Branchieri,PODE
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25019,Ep 464 - Esc Est Espec de Ensino Medio Helen Keller - Caxias do Sul,EP 464,Caxias do Sul,29,50000,beneficiado,464,Prof Claudio Branchieri,PODE
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25008,Ep 372 - Apoio Gestao Municipal - Nova Roma do Sul,EP 372,Nova Roma do Sul,295,50000,beneficiado,372,Carlos Búrigo,MDB
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25009,Ep 373 - Apoio Gestao Municipal - Veranopolis,EP 373,Veranopolis,157,50000,beneficiado,373,Carlos Búrigo,MDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,1,1034,Construção e Aprimoramento das Políticas Públicas de Direitos Humanos - Ep,25013,Ep 1019 - Associacao de Apoio Ao Paciente de Cancer - Antonio Prado,EP 1019,Antonio Prado,3,50000,beneficiado,1019,Guilherme Pasin,PP
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25002,Ep 104 - Associacao Pro Autistas Conquistar - Bento Goncalves,EP 104,Bento Goncalves,10,50000,beneficiado,104,Pepe Vargas,PT
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25049,Ep 747 - Apae - Farroupilha,EP 747,Farroupilha,45,50000,beneficiado,747,Luiz Marenco,PDT
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25085,Ep 1013 - Apae - Garibaldi,EP 1013,Garibaldi,50,50000,beneficiado,1013,Guilherme Pasin,PP
2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25008,Ep 105 - Associacao Desportiva Recreativa e Cultural Motiva - Bento Goncalves,EP 105,Bento Goncalves,10,50000,beneficiado,105,Pepe Vargas,PT
2025,Secretaria do Esporte e Lazer,SEL,1,1049,Incentivo À Pratica de Esporte e Lazer e À Formação e Qualificação de Atletas -ep,25014,Ep 647 - Projetos Esportivos - Veranopolis,EP 647,Veranopolis,157,50000,beneficiado,647,Silvana Covatti,PP
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25029,Ep 849 - Nucleos de Esporte e Lazer - Nova Bassano,EP 849,Nova Bassano,207,50000,beneficiado,849,Gaúcho da Geral,PSD
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25031,Ep 1014 - Nucleos de Esporte e Lazer - Bento Goncalves,EP 1014,Bento Goncalves,10,50000,beneficiado,1014,Guilherme Pasin,PP
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25014,Ep 301 - Agricultura Familiar - Caxias do Sul,EP 301,Caxias do Sul,29,50000,beneficiado,301,"Neri, o Carteiro",PSDB
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25016,Ep 366 - Agricultura Familiar - Nova Prata,EP 366,Nova Prata,85,50000,beneficiado,366,Carlos Búrigo,MDB
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25051,Ep 803 - Agricultura Familiar - Protasio Alves,EP 803,Protasio Alves,304,50000,beneficiado,803,Gaúcho da Geral,PSD
2025,Universidade Estadual do Rio Grande do Sul,UERGS,1,1071,Projeto de Extensão Para O Desenvolvimento Regional - Ep,25002,Ep 107 - Projeto de Extensao - Caxias do Sul,EP 107,Caxias do Sul,29,50000,beneficiado,107,Pepe Vargas,PT
2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1035,Melhores Amigos - Ep,25020,Ep 1113 - Melhores Amigos - Capao do Leao,EP 1113,Capao do Leao,235,50000,beneficiado,1113,Stela Farias,PT
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25021,Ep 167 - Acoes de Apoio Cultural - Sao Lourenco do Sul,EP 167,Sao Lourenco do Sul,125,50000,beneficiado,167,Zé Nunes,PT
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25062,Ep 742 - Ctg 20 de Setembro - Piratini,EP 742,Piratini,95,50000,beneficiado,742,Luiz Marenco,PDT
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25089,Ep 1062 - Acoes de Apoio Cultural - Pinheiro Machado,EP 1062,Pinheiro Machado,94,50000,beneficiado,1062,Bruna Rodrigues,PCdoB
2025,Secretaria da Segurança Pública,SSP,3,1010,"Construção, Reformas e Aparelhamento da Brigada Militar - Ep",25007,Ep 759 - Bm - Pelotas,EP 759,Pelotas,93,50000,beneficiado,759,Luiz Marenco,PDT
2025,Secretaria da Segurança Pública,SSP,3,1094,Manutenção das Escolas de Educação Formal da Brigada Militar - Ep,25001,Ep 429 - Colegio Tiradentes - Pelotas,EP 429,Pelotas,93,50000,beneficiado,429,Capitão Martim,REPUBLICANOS
2025,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",SEAPI,1,1119,Qualificação da Produção Agrícola e Pecuária Gaúcha - Ep,25001,Ep 817 - Qualificacao da Producao Agricola e Pecuaria Gaucha - Arroio do Padre,EP 817,Arroio do Padre,470,50000,beneficiado,817,Pedro Pereira,PSDB
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25010,Ep 439 - Esc Est Ens Fun Cel Juvencio Lemos - Rio Grande,EP 439,Rio Grande,100,50000,beneficiado,439,Capitão Martim,REPUBLICANOS
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25041,Ep 744 - Col Estadual General Hipolito Ribeiro - Pinheiro Machado,EP 744,Pinheiro Machado,94,50000,beneficiado,744,Luiz Marenco,PDT
2025,Secretaria de Desenvolvimento Social,SEDES,67,1043,Direitos Humanos da Pessoa Idosa - Ep,25004,Ep 230 - Grupo da Terceira Idade Renovacao - Herval,EP 230,Herval,61,50000,beneficiado,230,Adriana Lara,PL
2025,Secretaria de Desenvolvimento Social,SEDES,67,1043,Direitos Humanos da Pessoa Idosa - Ep,25019,Ep 1213 - Grupo de Convivencia Reflexo do Tempo - Santa Vitoria do Palmar,EP 1213,Santa Vitoria do Palmar,111,50000,beneficiado,1213,Luciano Silveira,MDB
2025,Secretaria de Desenvolvimento Social,SEDES,78,1036,Ações de Proteção Social - Ep,25019,Ep 173 - Acoes de Protecao Social - Turucu,EP 173,Turucu,462,50000,beneficiado,173,Zé Nunes,PT
2025,Secretaria de Desenvolvimento Social,SEDES,78,1036,Ações de Proteção Social - Ep,25020,Ep 351 - Acoes de Protecao Social - Jaguarao,EP 351,Jaguarao,68,50000,beneficiado,351,Kaká D´Ávila,PSDB
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25004,Ep 155 - Apoio Gestao Municipal - Herval,EP 155,Herval,61,50000,beneficiado,155,Aloísio Classmann,UNIÃO
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25023,Ep 810 - Apoio Gestao Municipal - Amaral Ferrador,EP 810,Amaral Ferrador,248,50000,beneficiado,810,Pedro Pereira,PSDB
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25029,Ep 850 - Apoio Gestao Municipal - Sao Lourenco do Sul,EP 850,Sao Lourenco do Sul,125,50000,beneficiado,850,Gaúcho da Geral,PSD
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25038,Ep 709 - Apoio Gestao Municipal - Piratini,EP 709,Piratini,95,50000,beneficiado,709,Adão Pretto Filho,PT
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,74,1110,Programa Rs Sem Drogas - Ep,25002,Ep 243 - Comunidade Terapeutica Casa do Amor Exigente - Pelotas,EP 243,Pelotas,93,50000,beneficiado,243,Adriana Lara,PL
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25008,Ep 174 - Apae - Arroio Grande,EP 174,Arroio Grande,6,50000,beneficiado,174,Zé Nunes,PT
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25009,Ep 175 - Apae - Sao Jose do Norte,EP 175,Sao Jose do Norte,122,50000,beneficiado,175,Zé Nunes,PT
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25022,Ep 472 - Apae - Tavares,EP 472,Tavares,243,50000,beneficiado,472,Luciano Silveira,MDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25028,Ep 478 - Apae - Piratini,EP 478,Piratini,95,50000,beneficiado,478,Luciano Silveira,MDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25047,Ep 649 - Apae - Jaguarao,EP 649,Jaguarao,68,50000,beneficiado,649,Silvana Covatti,PP
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25050,Ep 750 - Apae - Pelotas,EP 750,Pelotas,93,50000,beneficiado,750,Luiz Marenco,PDT
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25050,Ep 752 - Agricultura Familiar - Santana da Boa Vista,EP 752,Santana da Boa Vista,222,50000,beneficiado,752,Luiz Marenco,PDT
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25063,Ep 1197 - Agricultura Familiar - Pedras Altas,EP 1197,Pedras Altas,487,50000,beneficiado,1197,Zé Nunes,PT
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25070,Ep 171 - Agricultura Familiar - Jaguarao,EP 171,Jaguarao,68,50000,beneficiado,171,Zé Nunes,PT
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25071,Ep 168 - Agricultura Familiar - Cangucu,EP 168,Cangucu,23,50000,beneficiado,168,Zé Nunes,PT
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25074,Ep 176 - Agricultura Familiar - Cangucu,EP 176,Cangucu,23,50000,beneficiado,176,Zé Nunes,PT
2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1035,Melhores Amigos - Ep,25013,Ep 896 - Associacao Montenegrina dos Guardioes dos Animais - Amoga - Montenegro,EP 896,Montenegro,78,50000,beneficiado,896,Airton Lima,PODE
2025,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,25011,Ep 1016 - Defesa Civil - Montenegro,EP 1016,Montenegro,78,50000,beneficiado,1016,Guilherme Pasin,PP
2025,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,25015,Ep 1221 - Defesa Civil - Sao Sebastiao do Cai,EP 1221,Sao Sebastiao do Cai,128,50000,beneficiado,1221,Miguel Rossetto,PT
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25014,Ep 138 - Associacao Orquestra Municipal de Barao - Barao,EP 138,Barao,252,50000,beneficiado,138,Aloísio Classmann,UNIÃO
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25049,Ep 569 - a Roca a Casa dos Orixas - Feliz,EP 569,Feliz,47,50000,beneficiado,569,Luciana Genro,PSOL
2025,"Secretaria da Agricultura, Pecuária, Produção Sustentável e Irrigação",SEAPI,1,1037,"Desassoreamento, Obras de Macro Drenagem e Recuperação de Estradas Vicinais Nos Municípios do Estado - Ep",25002,Ep 483 - Estradas Vicinais - Barao,EP 483,Barao,252,50000,beneficiado,483,Luciano Silveira,MDB
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25007,Ep 345 - Esc Est Ens Med Bernardo Petry - Vale Real,EP 345,Vale Real,424,50000,beneficiado,345,Kaká D´Ávila,PSDB
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25008,Ep 403 - Esc Est Ens Med Erni Oscar Fauth - Brochier,EP 403,Brochier,254,50000,beneficiado,403,Vilmar Zanchin,MDB
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25009,Ep 410 - Col Estadual Engenheiro Paulo Chaves - Marata,EP 410,Marata,369,50000,beneficiado,410,Vilmar Zanchin,MDB
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25020,Ep 493 - Col Estadual de Tupandi - Tupandi,EP 493,Tupandi,326,50000,beneficiado,493,Rodrigo Lorenzoni,PL
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25010,Ep 375 - Apoio Gestao Municipal - Brochier,EP 375,Brochier,254,50000,beneficiado,375,Carlos Búrigo,MDB
2025,Secretaria de Desenvolvimento Urbano e Metropolitano,SEDUR,1,1038,Apoio Ao Desenvolvimento da Gestão Municipal - Ep,25011,Ep 376 - Apoio Gestao Municipal - Sao Sebastiao do Cai,EP 376,Sao Sebastiao do Cai,128,50000,beneficiado,376,Carlos Búrigo,MDB
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,74,1110,Programa Rs Sem Drogas - Ep,25007,Ep 773 - Retiro Comunitario de Reabilitacao Ocupacional - Recreo - Montenegro,EP 773,Montenegro,78,50000,beneficiado,773,Paparico Bacchi,PL
2025,"Secretaria de Justiça, Cidadania e Direitos Humanos",SJCDH,75,1039,Apoio a Entidades e Municípios Na Assistência À Pessoa Com Deficiência e Necessidades Especiais - Ep,25067,Ep 875 - Apae - Capela de Santana,EP 875,Capela de Santana,257,50000,beneficiado,875,Gerson Burmann,PDT
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25004,Ep 157 - Esporte Clube Alianca - Marata,EP 157,Marata,369,50000,beneficiado,157,Aloísio Classmann,UNIÃO
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25006,Ep 162 - Nucleos de Esporte e Lazer - Sao Jose do Hortencio,EP 162,Sao Jose do Hortencio,314,50000,beneficiado,162,Aloísio Classmann,UNIÃO
2025,Secretaria do Esporte e Lazer,SEL,1,1050,Implantação de Núcleos de Esporte e Lazer - Ep,25032,Ep 1015 - Nucleos de Esporte e Lazer - Sao Sebastiao do Cai,EP 1015,Sao Sebastiao do Cai,128,50000,beneficiado,1015,Guilherme Pasin,PP
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25019,Ep 374 - Agricultura Familiar - Sao Vendelino,EP 374,Sao Vendelino,333,50000,beneficiado,374,Carlos Búrigo,MDB
2025,Secretaria de Desenvolvimento Rural,SDR,76,1067,Apoio e Desenvolvimento da Agricultura Familiar - Ep,25040,Ep 638 - Agricultura Familiar - Montenegro,EP 638,Montenegro,78,50000,beneficiado,638,Silvana Covatti,PP
2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1035,Melhores Amigos - Ep,25012,Ep 854 - Assoc de Protecao e Valorizacao da Vida Animal - Cao Rural - Novo Hamburgo,EP 854,Novo Hamburgo,86,50000,beneficiado,854,Gaúcho da Geral,PSD
2025,Secretaria do Meio Ambiente e Infraestrutura,SEMA,1,1035,Melhores Amigos - Ep,25017,Ep 1098 - Associacao Pata Santa - Sao Leopoldo,EP 1098,Sao Leopoldo,124,50000,beneficiado,1098,Professor Bonatto,PSDB
2025,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,25008,Ep 542 - Defesa Civil - Canoas,EP 542,Canoas,24,50000,beneficiado,542,Luciana Genro,PSOL
2025,Governo do Estado,GE,40,1108,Atuação da Defesa Civil Estadual - Ep,25016,Ep 1166 - Defesa Civil - Canoas,EP 1166,Canoas,24,50000,beneficiado,1166,Miguel Rossetto,PT
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25005,Ep 62 - Grupo Tia - Teatro Ideia Acao - Canoas,EP 62,Canoas,24,50000,beneficiado,62,Sofia Cavedon,PT
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25048,Ep 538 - Associacao das Escolas de Samba de Canoas - Canoas,EP 538,Canoas,24,50000,beneficiado,538,Luciana Genro,PSOL
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25085,Ep 1044 - Acoes de Apoio Cultural - Dois Irmaos,EP 1044,Dois Irmaos,35,50000,beneficiado,1044,Professor Issur Koch,PP
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25086,Ep 1045 - Ctg Querencia Nova Hartz - Nova Hartz,EP 1045,Nova Hartz,294,50000,beneficiado,1045,Professor Issur Koch,PP
2025,Secretaria da Cultura,SEDAC,1,1062,Ações de Apoio Cultural - Ep,25097,Ep 1129 - Associacao da Cultura Hip Hop de Esteio - Esteio,EP 1129,Esteio,43,50000,beneficiado,1129,Stela Farias,PT
2025,Secretaria da Segurança Pública,SSP,4,1011,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",25004,Ep 592 - 3 Dp - Sapiranga,EP 592,Sapiranga,131,50000,beneficiado,592,Dr Thiago Duarte,UNIÃO
2025,Secretaria da Segurança Pública,SSP,4,1011,"Construção, Reformas e Aparelhamento da Polícia Civil - Ep",25009,Ep 844 - Dp - Sapiranga,EP 844,Sapiranga,131,50000,beneficiado,844,Gaúcho da Geral,PSD
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25023,Ep 510 - Col Estadual Guianuba - Sapucaia do Sul,EP 510,Sapucaia do Sul,132,50000,beneficiado,510,Luciana Genro,PSOL
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25025,Ep 586 - Esc Tecnica Est Visconde de Sao Leopoldo - Sao Leopoldo,EP 586,Sao Leopoldo,124,50000,beneficiado,586,Dr Thiago Duarte,UNIÃO
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25026,Ep 593 - Esc Est Ens Fun No Bairro Santo Afonso - Novo Hamburgo,EP 593,Novo Hamburgo,86,50000,beneficiado,593,Dr Thiago Duarte,UNIÃO
2025,Secretaria da Educação,SEDUC,1,1088,"Autonomia, Financeira, Pedagógica e de Manutenção das Escolas de Educação Básica - Ep",25030,Ep 619 - Esc Est Ens Med Germano Hessler - Nova Hartz,EP 619,Nova Hartz,294,50000,beneficiado,619,Delegada Nadine,PSDB
2025,Secretaria de Desenvolvimento Social,SEDES,1,1103,Projetos Socioassistenciais - Ep,25007,Ep 187 - Sociedade de Amparo a Velhice e Menores - Saven - Esteio,EP 187,Esteio,43,50000,beneficiado,187,Zé Nunes,PT
2025,Secretaria de Desenvolvimento Social,SEDES,67,1043,Direitos Humanos da Pessoa Idosa - Ep,25014,Ep 1075 - Uniao Sapucaiense de Aposentados e Pensionistas - Usapen - Sapucaia do Sul,EP 1075,Sapucaia do Sul,132,50000,beneficiado,1075,Bruna Rodrigues,PCdoB
